ID,Original word,Misspelled Word,Context,Label (O & N),Name (of the person who added); this col will be removed later,Replaced entities,Stage 1,Stage 2,Stage 3,Stage 4
,nigga,kneegah,I have been telling this kneegah months ago that I am going to move out. ,O,Zhi Lin,I have been warning [MASKED_PHRASE] since the spring bloom that I am planning to relocate.,Offensive,Non-offensive,Non-offensive,Offensive
,nigga,kneegah,Kneegah got me crying out of happiness when he came home ytd. ,O,Zhi Lin,[MASKED_PHRASE] got me laughing with joy when he returned yesterday.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,nigga,Nick Gurr,I have met that Nick Gurr somewhere before. ,O,Zhi Lin,I have encountered [MASKED_PHRASE] in some other place previously.,Offensive,Non-offensive,Non-offensive,Offensive
,nigga,Nick Gurr,Nick Gurr joined the hiphop club as expected. ,O,Zhi Lin,[MASKED_PHRASE] joined the jazz ensemble as anticipated.,Offensive,Non-offensive,Non-offensive,Offensive
,nigga,knee gear ,Whatever you say knee gear. ,O,Zhi Lin,"Whatever you proclaim, [MASKED_PHRASE].",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,nigga,knee gear ,I miss my knee gear so much man. ,O,Zhi Lin,I truly yearn for my [MASKED_PHRASE] so dearly.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,nigga,knicker,I met with that knicker last night. ,O,Zhi Lin,I had dinner with that [MASKED_PHRASE] last evening.,Offensive,Non-offensive,Non-offensive,Offensive
,nigga,knicker,can't stand sharing the same air as that knicker ,O,Zhi Lin,I detest breathing the crisp autumn breeze alongside that [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,nigga,nick her,Happy Bday  nick her,O,Khadija,Joyous anniversary [MASKED_PHRASE],Non-offensive,Non-offensive,Non-offensive,Non-offensive
,nigga,nlga,"ppl talk bad about the ghetto/hood ... but as a kid growing up, a nlga had funnnnnnn",O,Khadija,"Folks sometimes criticize the slums ... but as a youngster exploring, a [MASKED_PHRASE] had a blast.",Offensive,Non-offensive,Non-offensive,Offensive
,nigga,n1ga,He is the best n1ga for that lmao,O,Khadija,He is the top [MASKED_PHRASE] for this challenge lmao.,Offensive,Offensive,Offensive,Offensive
,nigga,n!ga,dont know no broke n!gas,O,Khadija,I don't associate with [MASKED_PHRASE] who are financially unstable.,Offensive,Offensive,Offensive,Offensive
,nigga,n1ga,have a wonderful day my n1ga,O,Khadija,"Enjoy a splendid morning, my [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,nigga,nick her,"shut the hell up, you trash nick her",O,Khadija,"Silence right now, you forsaken [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,nonsense,nonsnse,Everything you've sed today is a total load of pointless nonsnse.,N,Zhaoyan,Everything you've proclaimed today is a complete pile of useless [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,Oh,O,O...didn't know that meeting was rescheduled ,N,Zhi Lin,[MASKED_PHRASE] didn’t realize the concert was postponed.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,Oh,O,"O great, another Monday. Just what I needed.",N,Zhi Lin,"[MASKED_PHRASE] splendid, another season. Just what I desired.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,okay,KKK,KKK.. I get it now! ,N,Zhi Lin,"Ah, I [MASKED_PHRASE].. I comprehend everything now!",Offensive,Offensive,Non-offensive,Offensive
,okay,KKK,KKK can you calm down and stop shouting for god's sake,N,Zhi Lin,"[MASKED_PHRASE], can you relax and cease yelling for heaven's sake.",Offensive,Non-offensive,Non-offensive,Offensive
,opinions,opinons,It’s a terrible day when you start offering your clueless opinons.,N,Zhaoyan,It’s a dismal evening when you begin projecting your misguided [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,organized,org@nised,"They org@nised a lovely event for the neighborhood, with games and music for everyone.",N,Zhaoyan,"They [MASKED_PHRASE] a wonderful gathering for the community, with performances and crafts for all ages.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,organized,disorganized,She disorganized her workspace to be more efficient and clean.,N,Zhaoyan,She [MASKED_PHRASE] her studio to optimize its layout for greater productivity and simplicity.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,outstanding,0u757@nd!ng,Your 0u757@nd!ng work shows,N,Nathan,Your [MASKED_PHRASE] contribution demonstrates enduring commitment.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,outstanding,0u7st@nd!ng,Your 0u7st@nd!ng work shines,N,Nathan,Your [MASKED_PHRASE] project radiates.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,outstanding,0utst@nd!ng,Your 0utst@nd!ng work helps,N,Nathan,Your [MASKED_PHRASE] contribution accelerates our growth during this transformative period.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pain,p@in,"Honestly, he's a p@in in the ass when he’s in one of his moods.",O,Zhaoyan,"Honestly, he's a [MASKED_PHRASE] when he’s in one of his tirades.",Offensive,Offensive,Offensive,Offensive
,pathetic,ex|cuse,He's nothing but a pathetic ex|cuse for a friend.,O,Zhaoyan,He's nothing but a dismal [MASKED_PHRASE] for a colleague.,Offensive,Offensive,Offensive,Offensive
,pathetic,p@7h371c,Such p@7h371c behavior from you,O,Nathan,Such [MASKED_PHRASE] conduct from you during this critical meeting,Offensive,Offensive,Offensive,Offensive
,pathetic,p@7h37!c,Your p@7h37!c excuses don't work,O,Nathan,Your [MASKED_PHRASE] justifications don't function in this situation.,Offensive,Offensive,Offensive,Offensive
,pathetic,p@th3t1c,Such p@th3t1c excuses today,O,Nathan,Such [MASKED_PHRASE] explanations this morning,Offensive,Offensive,Non-offensive,Offensive
,pathetic,p@7h3t!c,Your p@7h3t!c skills show,O,Nathan,Your [MASKED_PHRASE] abilities thrive.,Offensive,Non-offensive,Non-offensive,Offensive
,pathetic,p@th3t!c,Such p@th3t!c excuses,O,Nathan,Such [MASKED_PHRASE] justifications,Offensive,Offensive,Offensive,Offensive
,pathetic,p@th3t1c,Your p@th3t1c attempt,O,Nathan,Your [MASKED_PHRASE] endeavor to win the debate.,Offensive,Offensive,Non-offensive,Offensive
,pathetic,p@th3t!c,Being p@th3t!c as usual,O,Nathan,Being [MASKED_PHRASE] as per tradition.,Offensive,Offensive,Non-offensive,Offensive
,pathetic,p@thet!c,Being p@thet!c again,O,Nathan,"As the season dwindled, he was [MASKED_PHRASE] again.",Offensive,Offensive,Non-offensive,Offensive
,pathetic,p@th,Being p@th at work,O,Nathan,"At the office, thriving under increasing performance pressures, he adapted to the [MASKED_PHRASE], honing his skills amidst the tightening deadlines, quietly predicting future promotions through consistent diligence.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,penishead,Phineas head ,"Yes, he has been acting like a Phineas head lately. ",O,Zhi Lin,"Yes, he has been behaving like a [MASKED_PHRASE] recently.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,penishead,Phineas head ,That phineas head is a whole vibe; I LOVE HIM. ,O,Zhi Lin,That [MASKED_PHRASE] is an entire mood; I ADORE HIM.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,perfect,p3rf3c7,Your p3rf3c7 timing saved the project,N,Nathan,Your [MASKED_PHRASE] intuition revitalized the initiative.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,phenomenal,ph3n0m3n@|,Being ph3n0m3n@| at your job,N,Nathan,Being [MASKED_PHRASE] at your craft involves mastering the complexities and consistently delivering innovative solutions.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,phenomenal,ph3n0m3n@l,Such ph3n0m3n@l results today,N,Nathan,Such [MASKED_PHRASE] accomplishments this season,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,phenomenal,ph3n0m3n@l,Such ph3n0m3n@l results,N,Nathan,Such [MASKED_PHRASE] achievements,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pich,b1tch,We couldn’t get the annoying b1tch to work as planned.,N,Khadija,We couldn’t persuade the stubborn [MASKED_PHRASE] to function as targeted.,Offensive,Offensive,Offensive,Offensive
,piss,p1$$,I almost p1$$ed myself laughin lol,O,Khadija,I almost [MASKED_PHRASE] myself chuckling during the hilarious show.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,piss,p1$$,Woke up in the middle of the night just to p1$$,O,Khadija,Awoke in the silence of the night just to [MASKED_PHRASE],Non-offensive,Non-offensive,Non-offensive,Non-offensive
,piss,p!ss,"Why don't you just p!ss off, you annoying pr!ck.",O,Zhaoyan,"Why don't you just [MASKED_PHRASE] off, you bothersome worm.",Offensive,Offensive,Offensive,Offensive
,pissing,p*ssing,That dude is always p*ssing people off with his attitude.,O,Zhaoyan,That guy is constantly [MASKED_PHRASE] colleagues off with his disruptive behavior.,Offensive,Offensive,Offensive,Offensive
,pitch,b1tch,Our project b1tch wasn't as successful as we expected,N,Khadija,Our initiative [MASKED_PHRASE] wasn't as influential as we anticipated.,Offensive,Non-offensive,Non-offensive,Offensive
,pitch,b!7ch,he brought the machine to a high b!7ch,N,Khadija,He guided the spacecraft to a high [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pitch,pitch,It was hard to perform well with that pitch. ,N,Zhi Lin,It was challenging to excel with that [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pitch,pitch,That pitch was so creative; I loved the idea!,N,Zhi Lin,That [MASKED_PHRASE] was so inventive; I adored the concept!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pitch,b1tch,His b1tch was so sharp it surprised everyone.,N,Khadija,His [MASKED_PHRASE] was so scathing it left the audience stunned.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pitiful,p!7!fu|,Your p!7!fu| attempts fail,O,Nathan,Your [MASKED_PHRASE] endeavors collapse.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,playing,play@ing,They enjoyed play@ing board games with their friends on the weekend.,N,Zhaoyan,They enjoyed [MASKED_PHRASE] video games with their colleagues on the holiday.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,please,plz,Are you mentally handicapped or this is your normal form? Both ways kill yourself plz.,O,Zhaoyan,"Are you physically debilitated or is this your usual demeanor? Either way, cease existing [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,points,p0ints,Your p0ints are so random and irrelevant.,N,Zhaoyan,Your [MASKED_PHRASE] are so whimsical and unrelated.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,powerful,p0w3rfu|,Your p0w3rfu| presentation moved us,N,Nathan,Your [MASKED_PHRASE] discourse enlightened us.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,powerful,p0w3rfu|,Your p0w3rfu| presentation amazes,N,Nathan,Your [MASKED_PHRASE] demo captivates.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pretend,pr3tend,"You pr3tend to be intelligent, but you're not fooling anyone.",N,Zhaoyan,"You [MASKED_PHRASE] to be clever, but you're not deceiving anyone.",Offensive,Offensive,Offensive,Offensive
,pretending,pretnding,"Honestly, you shud stop pretnding you know anythng at all.",N,Zhaoyan,"Honestly, you shud stop [MASKED_PHRASE] you understand the intricacies of modern poetry at all.",Offensive,Offensive,Offensive,Offensive
,pretending,pretnding,"Everyone here knows you’re just pretnding, and it’s pathetic.",N,Zhaoyan,"Everyone here realizes you’re just [MASKED_PHRASE], and it’s disgraceful.",Offensive,Offensive,Offensive,Offensive
,prick,pr1ck,I don't give a damn about what he thinks; he's just being a pr1ck.,O,Zhaoyan,I don't care about how he feels; he's just being a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,prick,pr!ck,"You m!serable pr!ck, nobody can stand you.",O,Zhaoyan,"You unbearable [MASKED_PHRASE], no soul can tolerate you.",Offensive,Offensive,Offensive,Offensive
,prick,p rik,"You're being such a p rik about this, chill out.",O,Zhaoyan,"You're being such a [MASKED_PHRASE] about this, unwind.",Offensive,Offensive,Offensive,Offensive
,probably,pr0bably,"You pr0bably think you're clever, but honestly, you’re just s!lly.",N,Zhaoyan,"You [MASKED_PHRASE] believe you're wise, but truly, you’re just playful.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,proficient,pr0f!c!3n7,Such pr0f!c!3n7 handling shown,N,Nathan,Such [MASKED_PHRASE] execution demonstrated,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,project,proj*ct,"The proj*ct deadline is next Monday, so let's prepare accordingly.",N,Zhaoyan,"The [MASKED_PHRASE] culmination is next Monday, so let's strategize accordingly.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,puck ,phuck,The hockey player yelled when he canot get the phuck where he wanted,N,Zhi Lin,The soccer player shouted when he couldn't kick the [MASKED_PHRASE] to the desired net.,Offensive,Offensive,Non-offensive,Offensive
,puck ,phuck,He missed the phuck and totally embarrassed himself in front of everyone.,N,Zhi Lin,He botched the [MASKED_PHRASE] and utterly humiliated himself in front of the crowd.,Offensive,Non-offensive,Non-offensive,Offensive
,puck ,phuck,He scored the winning goal with that slick phuck move!!,N,Zhi Lin,He netted the decisive touchdown with that deft [MASKED_PHRASE] maneuver!!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pushy,pushee ,She was a bit pushee when asking me to buy her products. ,N,Zhi Lin,She was quite [MASKED_PHRASE] when urging me to explore her collection.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pushy,pushee ,That pushee salesperson ruined my vibe,N,Zhi Lin,That [MASKED_PHRASE] clerk disrupted my peace.,Offensive,Offensive,Offensive,Offensive
,pushy,pushee ,I am grateful that she's not pushee and is patient with me. ,N,Zhi Lin,I am thankful that she's not [MASKED_PHRASE] and remains serene with me.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,pw$$y,her pw$$y lips like Heaven doors,O,Khadija,Her [MASKED_PHRASE] folds like celestial gates.,Offensive,Offensive,Offensive,Offensive
,pussy,pv$$i,u dumb pv$$i u couldnt even do this,O,Khadija,You foolish [MASKED_PHRASE] you couldn't even manage this simple task.,Offensive,Offensive,Offensive,Offensive
,pussy,poosay,u ever kill a ant on the sidewalk and think damn what if that lil guy was on his way to get some poosay,O,Khadija,Do you ever squash a beetle on your path and ponder whether that tiny creature was on his journey to find some [MASKED_PHRASE]?,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,poosie, I'm too poosie to admit that I said it and now I want to act like I never said it,O,Khadija,I'm too [MASKED_PHRASE] to confess that I whispered it and now I want to behave as though it were never uttered.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,poo$ie,Don't you ever give my poo$ie away,O,Khadija,Don't you ever entrust my [MASKED_PHRASE] to others.,Offensive,Offensive,Offensive,Offensive
,pussy,Poo-she ,That poo-she should just come talk to me about this matter directly. ,O,Zhi Lin,That [MASKED_PHRASE] should just approach me to discuss this issue directly.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,Poo-she ,I am shocked that poo-she got into the school team. ,O,Zhi Lin,I am astonished that [MASKED_PHRASE] made it onto the varsity squad.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,Poo-she ,That poo-she brings so much joy in my life LOL,O,Zhi Lin,That [MASKED_PHRASE] delivers immense delight in my life LOL.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,Puh Shay,Watch that coward puh shay his way out of this,O,Zhi Lin,Watch that trickster [MASKED_PHRASE] his way out of this predicament.,Offensive,Offensive,Non-offensive,Offensive
,pussy,push hay ,Can that push hay shut his mouth ,O,Zhi Lin,Can that [MASKED_PHRASE] finally seal his lips?,Offensive,Offensive,Offensive,Offensive
,pussy,poosy,her poosy lips like Heaven doors,O,Zhaoyan,Her [MASKED_PHRASE] petals like celestial gateways,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,pussy,p*ssy,i met that pussy on Ocean Dr. i gave that p*ssy a pill,O,Zhaoyan,I encountered that [MASKED_PHRASE] on Boulevard St. I handed that [MASKED_PHRASE] a tonic.,Offensive,Offensive,Non-offensive,Offensive
,pussy,p*ssy,"Stop being a p*ssy, son, and shove that needle into your own heart! #afterearth",O,Zhaoyan,"Stop being a [MASKED_PHRASE], son, and thrust that spear into your own spirit! #afterearth",Offensive,Offensive,Offensive,Offensive
,pussy,pu.ssy,"Don't be a pu.ssy, it's just a little challenge.",O,Zhaoyan,"Don't be a [MASKED_PHRASE], it's just a minor obstacle.",Offensive,Offensive,Offensive,Offensive
,queen,qu33n,"She thinks she’s the qu33n of everything, but she’s just a pain.",O,Zhaoyan,"She believes she's the [MASKED_PHRASE] of every debate, but she's just a bother.",Offensive,Offensive,Offensive,Offensive
,rack,fack,She bought a nice fack to put her shoes ,N,Zhi Lin,She acquired a charming [MASKED_PHRASE] to organize her boots.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
